,Ingredient1,Ingredient2,f_x,f_y,f_xy,pmi
54597,pisang,uli,48,15,1,4.540394599715764
9014,kolang kaling,sagu mutiara,16,45,1,4.540394599715764
41444,paletta,plain,7,103,1,4.539006674440916
63655,nutrijell,plain,7,103,1,4.539006674440916
45985,kerupuk merah,tulang daging,25,29,1,4.533474156871191
36289,paprika hijau,tulang,22,33,1,4.53209579690107
588,ikan asin,sambal terasi,22,33,1,4.53209579690107
58258,biru,nutrijell,52,14,1,4.5293447635291795
357,emulsifier,kulit pastry,104,7,1,4.5293447635291795
26283,kerupuk,krecek,104,7,1,4.5293447635291795
3296,nata de coco,pandan,18,81,2,4.527972079717207
2615,pisang uli,warna,2,365,1,4.526601277583429
43616,leci,warna,2,365,1,4.526601277583429
6312,daun selada,pangsit,73,10,1,4.526601277583429
10373,sprinkles,warna,2,365,1,4.526601277583429
19694,cake,cokelat,17,43,1,4.525232351976087
2590,baby cumi,petai,6,122,1,4.523865297764554
51923,putiknya,seledri,2,366,1,4.523865297764554
11251,giling,kabocha,245,3,1,4.519775312513029
28785,ikan peda,tomat hijau,5,147,1,4.519775312513029
60427,baby potato,olive,21,35,1,4.519775312513029
28904,melon,sirup,30,98,4,4.519775312513029
24660,jamur tiram,jinten,8,92,1,4.518415692996989
65982,daun katuk,jinten,8,92,1,4.518415692996989
58533,tempe,teri nasi,23,32,1,4.518415692996989
17245,instant,pisang raja,46,16,1,4.518415692996989
3821,chocolatos,pasta coklat,25,59,2,4.516379723511891
56604,gandik,ketumbar bubuk,6,123,1,4.515701987125393
360,chocolate,dark,172,73,17,4.514905237820238
4164,baking powder,baking soda,538,11,8,4.5133335204455465
42995,tepung hunkwe,vanili,5,296,2,4.51299562552765
196,coklat bubuk,moka,247,3,1,4.511645186429779
65132,coklat bubuk,marble,247,3,1,4.511645186429779
31405,jamur kuping,kapri,78,19,2,4.511645186429779
66906,meises,rekat,39,19,1,4.511645186429779
23686,coklat bubuk,extract,247,6,2,4.511645186429779
66903,palem,rekat,39,19,1,4.511645186429779
63703,mangga,nutrijell,53,14,1,4.510296568558485
52584,ikan kakap,tomyam,53,14,1,4.510296568558485
56544,lunak,persegi,31,24,1,4.507604776892774
34564,kencur,malam,186,4,1,4.507604776892774
27390,babat sapi,biar,31,24,1,4.507604776892774
45669,arik,kikil,83,9,1,4.503580626593048
12683,nasi putih,tobiko,83,9,1,4.503580626593048
67373,essense,sp,11,68,1,4.502242833751388
55400,anggur,nata de coco,22,34,1,4.502242833751388
19442,kacang almond,kacang mede,44,17,1,4.502242833751388
19427,kacang almond,spekoek,44,17,1,4.502242833751388
50959,jambu,mangga,15,50,1,4.499572605195509
29465,jamur,seafood,50,15,1,4.499572605195509
19683,cookies,warni,10,75,1,4.499572605195509
5592,baking soda,coklat putih,125,6,1,4.499572605195509
59515,celimpungan,rebusan,15,50,1,4.499572605195509
44597,baking soda,extract,125,6,1,4.499572605195509
381,gaplek,kering,3,251,1,4.495580583925972
43806,kue,tepung hunkwe,29,26,1,4.494253443717909
1779,gochugaru,kerang hijau,26,29,1,4.494253443717909
30229,mustard,paprika,12,63,1,4.491604435546333
22810,brokoli,lidah sapi,63,12,1,4.491604435546333
45406,masak,mises,108,7,1,4.491604435546333
3307,beserta,susu evaporasi,18,42,1,4.491604435546333
54659,barang,meises,23,33,1,4.487644034330236
54626,bread improver,meises,23,33,1,4.487644034330236
55680,daging ikan,pipih,23,33,1,4.487644034330236
66284,barang,pisang ambon,23,33,1,4.487644034330236
36383,lemas,paha ayam,7,109,1,4.4823877804414085
32939,kaleng,lilin,85,9,1,4.47976997789933
41446,plain,susu uht,60,51,4,4.47976997789933
13742,biru,kuning,52,59,4,4.477159010358609
2655,kapur sirih,kuning,26,59,2,4.477159010358609
1094,kucai,teri medan,14,55,1,4.473255296878136
49796,kacang kenari,kastor,35,22,1,4.473255296878136
57234,aldente,bawang bombay,14,55,1,4.473255296878136
6371,pangsit,sambal,4,193,1,4.470661261701089
8361,beef,rumput laut,18,43,1,4.468073938136138
4820,kirm,manis,6,129,1,4.468073938136138
8968,kacang hijau,kolang kaling,43,18,1,4.468073938136138
7374,basil,zukini,52,15,1,4.460351892042228
35025,jempol,keriting,12,65,1,4.460351892042228
5505,banjar,cabai,12,65,1,4.460351892042228
22615,jamur kuping,kolcuciwis,78,10,1,4.460351892042228
13766,biru,jus,52,15,1,4.460351892042228
49850,overmix,serbaguna,5,156,1,4.460351892042228
57300,saus tartar,serbaguna,5,156,1,4.460351892042228
62058,nanas,putar,78,10,1,4.460351892042228
42750,bikin,hela,10,78,1,4.460351892042228
9683,cornflake,serbaguna,5,156,1,4.460351892042228
60116,nanas,tanjung,78,10,1,4.460351892042228
50023,black,rendamannya,29,27,1,4.456513115735063
8305,lobak,tahu jepang,16,49,1,4.455236791375458
17667,naga,strawberry,16,49,1,4.455236791375458
45086,biskuit oreo,coklat bubuk,14,56,1,4.455236791375458
31317,full,soda kue,16,49,1,4.455236791375458
64773,mapel,sirup,8,98,1,4.455236791375458
62140,kolang kaling,sirup,16,98,2,4.455236791375458
63705,nutrijell,susu full cream,7,112,1,4.455236791375458
41477,kuning telur,paletta,393,2,1,4.452689019296659
1710,mentega,shortening,263,3,1,4.448879490879992
1724,putih,shortening,263,3,1,4.448879490879992
5632,aren,syrup,72,11,1,4.445084419911439
5623,aren,baking soda,72,11,1,4.445084419911439
11653,elbow,smoked beef,13,61,1,4.443822590091018
9141,rebusan,sandung lamur,15,53,1,4.441303697071533
35835,bayam,iga,159,5,1,4.441303697071533
22608,baby,jamur kuping,15,53,1,4.441303697071533
22906,mangga,yogurt,53,15,1,4.441303697071533
47710,telur ayam,untum,53,15,1,4.441303697071533
65537,baby potato,jamur,21,38,1,4.437537214276056
11051,asin,ayam,76,21,2,4.437537214276056
51008,kedondong,petis,19,42,1,4.437537214276056
24126,cuko,ikan tenggiri,17,94,2,4.436284865959591
10783,biji selasih,nata de coco,47,34,2,4.436284865959591
28912,biji selasih,kapur sirih,47,17,1,4.436284865959591
50088,butter cream,forest,80,10,1,4.435034084057938
19703,lollipop,sate,4,200,1,4.435034084057938
67162,ketumbar bubuk,margarine,73,11,1,4.431291097779104
30230,mustard,oregano,12,67,1,4.430046542546899
14362,okonomiyaki,saus,4,201,1,4.430046542546899
7415,blansir,oregano,12,67,1,4.430046542546899
45958,damping,lontong,12,67,1,4.430046542546899
1713,soft cream,susu kental manis,2,403,1,4.4275620692192375
43610,leci,susu kental manis,2,403,1,4.4275620692192375
13647,stroberi,susu kental manis,2,403,1,4.4275620692192375
50188,pahit,susu kental manis,2,403,1,4.4275620692192375
9915,sirsak,susu kental manis,2,403,1,4.4275620692192375
12560,saus,teriyaki,84,48,5,4.427065914408761
57274,ikan dori,lemon,17,95,2,4.425702756629054
23643,skm,vanila,6,135,1,4.422611564059381
20633,oranye,vanila,6,135,1,4.422611564059381
3306,beserta,sagu mutiara,18,45,1,4.422611564059381
10823,biskuit susu,whipping cream,6,135,1,4.422611564059381
3297,nata de coco,sagu mutiara,18,45,1,4.422611564059381
24378,mascarpone,whipping cream,6,135,1,4.422611564059381
65130,marble,whipping cream,6,135,1,4.422611564059381
19526,kuning,kurma,116,7,1,4.4201454715641875
1773,kaldu udang,kerang hijau,28,29,1,4.4201454715641875
44756,ati,pasang,37,22,1,4.417685445723325
11169,brown sugar,rice noodles,74,11,1,4.417685445723325
63824,kipas,melon,24,34,1,4.4152314567617585
7587,jamur hioko,kaldu,6,136,1,4.4152314567617585
50752,full,kismis,16,51,1,4.4152314567617585
8798,edamame,rumput laut,19,43,1,4.414006716865862
54102,brokoli,ujung,63,13,1,4.4115617278727965
46890,ikan teri,jamur kancing,21,39,1,4.4115617278727965
12812,oregano,paprika,39,63,3,4.4115617278727965
23,andaliman,ayam,39,21,1,4.4115617278727965
48680,kerupuk kanji,tahu putih,4,205,1,4.410341471467567
5104,kerupuk kulit,tahu putih,4,205,1,4.410341471467567
370,chocolate,cokelat,172,43,9,4.40817579655507
53837,sungutnya,udang,1,823,1,4.406689611048796
59409,tempoyak,udang,1,823,1,4.406689611048796
50950,mengkal,nanas,15,165,3,4.404262425391185
61699,bake,bawang bombay,15,55,1,4.404262425391185
606,sambal terasi,tahu,13,127,2,4.403656548365682
7195,persegi,sawi putih,14,59,1,4.403051038204888
880,diblender,pasta coklat,14,59,1,4.403051038204888
7744,cuciwis,merica bubuk,1,827,1,4.401841116702174
53607,cream,ekstrak,69,12,1,4.400632657340606
34668,kikil sapi,mie kuning,9,92,1,4.400632657340606
48092,batagor,lunak,12,69,1,4.400632657340606
61853,instant,kacang hijau,46,18,1,4.400632657340606
31408,kapri,lunak,24,69,2,4.400632657340606
23630,cream,skm,69,12,1,4.400632657340606
12371,kerupuk udang,nasi,8,104,1,4.395813370904657
15829,hela,tape ketan,139,6,1,4.3934124093671185
41475,poppyseed,tawar,5,167,1,4.3922140868750095
46392,powder,zaitun,11,76,1,4.391017198641164
64509,beras ketan putih,oreo,31,27,1,4.38982174123639
52600,daun jeruk purut,perkuntum,40,21,1,4.386243919888506
14923,cabai bubuk,yoghurt,60,14,1,4.386243919888506
64888,pasta,tbm,168,5,1,4.386243919888506
3709,jumbo,sosis,7,120,1,4.386243919888506
8278,lemon,semangka,99,17,2,4.384459798095005
67052,buntut,ikan tenggiri,9,94,1,4.3791264521196425
51933,bunga sedap malam,jamur kuping,16,53,1,4.376765175933962
8587,keju parmesan,thyme,32,53,2,4.376765175933962
51375,daging kambing,iga kambing,85,10,1,4.374409462241504
50197,kaleng,pahit,85,10,1,4.374409462241504
5601,coklat putih,segitiga,37,23,1,4.373233683152491
17231,vanili,warna,7,365,3,4.3724505977561705
16349,ungu,warna,7,365,3,4.3724505977561705
2620,dark,pisang uli,142,6,1,4.37205928489655
53412,petai,teri medan,31,55,2,4.371472602568193
52730,orange,tepung panir,14,61,1,4.369714617937295
12650,ikan salmon,mayonaise,19,45,1,4.3685443427891055
11341,fishcake,kaldu jamur,6,143,1,4.365041712237903
44764,impor,keju cheddar,11,78,1,4.365041712237903
28699,daun melinjo,kluwek,26,33,1,4.365041712237903
54114,bunga kol,ujung,66,13,1,4.365041712237903
63147,icing,krim,22,39,1,4.365041712237903
51916,jamur kuping,putiknya,78,11,1,4.365041712237903
30575,kacang mede,pisang ambon,26,33,1,4.365041712237903
64025,cooking cream,keju cheddar,11,78,1,4.365041712237903
29017,bakso sapi,misoa,86,10,1,4.362713422478312
42414,ebiudang,kaldu ayam,5,172,1,4.362713422478312
24652,cocopandan,jelly,36,24,1,4.35807304292181
32712,masak,sprinkle,108,8,1,4.35807304292181
46401,cabai,chili,216,4,1,4.35807304292181
55290,cocopandan,kembang,36,24,1,4.35807304292181
8084,daun pala,daun pandan,8,108,1,4.35807304292181
623,jus,pandan,32,81,3,4.35807304292181
9682,cornflake,tepung,5,173,1,4.3569163047939865
24591,batu,cocopandan,290,9,3,4.351152600077236
50022,black,emulsifier,29,30,1,4.351152600077236
2613,cooking,pisang uli,145,6,1,4.351152600077236
866,choco chips,emulsifier,58,30,2,4.351152600077236
8100,batu,ceengkeh,290,3,1,4.351152600077236
14097,ragi instant,sosis sapi,60,29,2,4.351152600077236
25109,jeruk,zestnya,67,13,1,4.3500038348733625
3566,nasi putih,nori,83,21,2,4.34942994676579
7483,gereh,paha ayam,8,109,1,4.348856387816886
51357,jintan,kluwak,109,8,1,4.348856387816886
29023,misoa,paha ayam,8,109,1,4.348856387816886
13455,kurma,madu,8,109,1,4.348856387816886
62652,didih,whipped,46,19,1,4.34656543607033
24577,anggur,keruk,22,40,1,4.3397239042536135
46076,jati,nangka,10,88,1,4.3397239042536135
42868,ijo,tau,40,22,1,4.3397239042536135
25105,icing,jeruk,22,40,1,4.3397239042536135
44677,ampela,pasang,40,22,1,4.3397239042536135
57369,saus sambal,worcestershire,80,11,1,4.3397239042536135
55370,anggur,jeruk,22,40,1,4.3397239042536135
27090,lemak,sagu,22,40,1,4.3397239042536135
7087,butter cream,kertas,80,11,1,4.3397239042536135
8356,beef,tahu jepang,18,49,1,4.337453755719074
31280,baller,sirup,9,98,1,4.337453755719074
45364,donat,ragi,9,98,1,4.337453755719074
9596,bokor,paprika,14,63,1,4.337453755719074
8692,smoked beef,unsalted butter,18,49,1,4.337453755719074
55389,nata de coco,strawberry,18,49,1,4.337453755719074
12804,keju mozarella,paprika,70,63,5,4.337453755719074
31275,nata de coco,sirup,18,98,2,4.337453755719074
40119,filet,tomat hijau,6,147,1,4.337453755719074
28908,kapur sirih,melon,26,34,1,4.335188749088222
8812,jepang,lobak,34,26,1,4.335188749088222
12797,jamur kancing,keju mozarella,59,30,2,4.334058166717936
47627,nabati,vanili,3,296,1,4.330674068733695
19890,raising,vanili,3,296,1,4.330674068733695
10484,brown sugar,ekstrak,74,12,1,4.330674068733695
5220,biar,ikan selar,127,7,1,4.329548576211961
19795,biar,kerupuk krecek,127,7,1,4.329548576211961
12703,madu,ubi cilembu,89,10,1,4.32842434899968
1769,madu,mineral,89,10,1,4.32842434899968
21664,ikan gabus,kluwek,27,33,1,4.3273013842550565
6061,brulee,parsley,9,99,1,4.3273013842550565
59439,ikan gabus,temu kunci,27,33,1,4.3273013842550565
55375,lemon,sunkist,99,9,1,4.3273013842550565
46378,chili,parsley,9,99,1,4.3273013842550565
20237,castor,kuning telur,4,223,1,4.326179679145856
57259,saus tartar,sayur,5,179,1,4.32282209345101
934,pasta mocca,sayur,5,179,1,4.32282209345101
27059,sagu,tahu kulit,16,56,1,4.321705398750935
21051,bawang putih bubuk,daging ikan,128,7,1,4.321705398750935
28042,baby buncis,kecap,14,64,1,4.321705398750935
55713,daging ikan,tuna,23,39,1,4.320589949667069
61945,teh,telur ayam,3,299,1,4.320589949667069
9475,ceplok,mayonaise,20,45,1,4.3172510484015545
62016,muda,putar,90,10,1,4.3172510484015545
22892,plain,yogurt,60,15,1,4.3172510484015545
58210,susu evaporasi,warni,12,75,1,4.3172510484015545
28672,kluwek,sandung lamur,17,53,1,4.316140554117528
44919,butter,kenari,453,2,1,4.310606505682887
50705,butter,esen,453,2,1,4.310606505682887
19909,butter,kristal,453,2,1,4.310606505682887
30597,butter,keju edam,453,4,2,4.310606505682887
9674,butter,cornflake,453,2,1,4.310606505682887
31545,butter,churros,453,2,1,4.310606505682887
9036,jeruk,lemon,67,95,7,4.3069864497896715
38969,tepung tapioka,ubi jalar,70,13,1,4.30620121221497
8313,akar,lobak,35,26,1,4.30620121221497
35898,akar,jepang,35,26,1,4.30620121221497
9599,bokor,cabai,14,65,1,4.30620121221497
7371,blansir,zaitun,12,76,1,4.3040058216515344
31739,ikan salmon,teriyaki,19,48,1,4.3040058216515344
14900,beras basmati,jamur,24,38,1,4.3040058216515344
7329,terong,zaitun,12,76,1,4.3040058216515344
14120,bolognese,mayonnaise,24,38,1,4.3040058216515344
3839,chocolatos,dark,25,73,2,4.303457726269219
18416,tahu kuning,tulang ayam,15,61,1,4.300721746450344
49643,kornet,tepung panir,15,61,1,4.300721746450344
12686,saus tomat,tobiko,102,9,1,4.297448421105375
41392,jawa,kisi,92,10,1,4.295272141682779
19321,instant,naga,46,20,1,4.295272141682779
8993,roti tawar,sagu mutiara,41,45,2,4.292558435811183
13255,tani,tepung sagu,21,396,9,4.290933740084181
63035,kulit lumpia,rebung,33,28,1,4.290933740084181
57387,saus,worcestershire,84,11,1,4.290933740084181
14673,lemak,petis,22,42,1,4.290933740084181
24347,cheese,susu evaporasi,22,42,1,4.290933740084181
52572,bunga kol,tomyam,66,14,1,4.290933740084181
50862,kismis,tape singkong,66,28,2,4.290933740084181
47516,palm sugar,plain,9,103,1,4.28769224616001
46416,black,rosemary,29,32,1,4.286614078939665
48228,pipih,sapi,16,58,1,4.286614078939665
27829,kuning,pisang tanduk,116,8,1,4.286614078939665
22299,barbeque,mustard,32,29,1,4.286614078939665
17522,api,biji,8,116,1,4.286614078939665
19958,perisa,pisang,15,62,1,4.284461225578564
29515,sawi,seafood,62,15,1,4.284461225578564
57828,ketimun,terong,10,93,1,4.284461225578564
50119,buah cherry,chocolate,62,15,1,4.284461225578564
62607,pasta coklat,whipped,49,19,1,4.283386534448798
62111,singkong,teri medan,17,55,1,4.279099282437178
13295,lemak,tani,22,85,2,4.279099282437178
66314,daging kambing,samin,85,11,1,4.279099282437178
19174,aren,telur bebek,72,13,1,4.278030335248274
62475,ragi,skm,78,12,1,4.278030335248274
54745,kerupuk,suka,104,9,1,4.278030335248274
13065,kecap,ramen,52,18,1,4.278030335248274
65308,pan,serbaguna,6,156,1,4.278030335248274
45624,kerupuk,kikil,104,9,1,4.278030335248274
13775,nanas,soda,78,12,1,4.278030335248274
34912,tepung beras,ungkepan,104,9,1,4.278030335248274
7025,cake emulsifier,keju cheddar,12,78,1,4.278030335248274
50442,butuh,keju cheddar,12,78,1,4.278030335248274
63674,jeruk,nutrijell,67,14,1,4.275895862719641
61710,jamur merang,oregano,14,67,1,4.275895862719641
25449,jelly,naga,47,20,1,4.273765936461816
60198,pisang kapok,vanilla,4,235,1,4.273765936461816
41232,berwana,ungu,10,94,1,4.273765936461816
25444,biji selasih,naga,47,20,1,4.273765936461816
24514,biji selasih,keruk,47,40,2,4.273765936461816
25087,lemon,zest,99,19,2,4.27323416298478
7232,kertas,sawi putih,16,59,1,4.269519645580365
54083,bakso ayam,perkuntum,45,21,1,4.268460884232123
46604,muda,putren,90,21,2,4.268460884232123
20630,ungu,vanila,7,135,1,4.268460884232123
63701,nutrijell,vanila,7,135,1,4.268460884232123
10512,vanila,whipping cream,7,135,1,4.268460884232123
35926,bakso sapi,bengkuang,86,11,1,4.267403242673987
24570,anggur,rumput laut,22,43,1,4.267403242673987
3853,dark,meses,142,20,3,4.266698769238723
14108,bolognese,ragi instant,24,79,2,4.265291309470844
3980,madu,sayap ayam,89,32,3,4.263885827862109
12830,gelatin,lemon,10,95,1,4.263183827131279
11072,susu full cream,teh,38,50,2,4.263183827131279
57641,jamur,kapri,50,19,1,4.263183827131279
56294,cake,coklat bubuk,17,56,1,4.2610807769345005
35445,perkedel,soun,14,136,2,4.2610807769345005
40797,kluwek,tahu kulit,17,56,1,4.2610807769345005
7084,essence vanilla,keju,18,53,1,4.258982140277579
3288,beserta,keju,18,53,1,4.258982140277579
46267,smoked beef,thyme,18,53,1,4.258982140277579
851,choco chips,pisang ambon,58,33,2,4.255842420272911
35922,kulit lumpia,sosis sapi,33,29,1,4.255842420272911
36162,french fries,sosis,8,120,1,4.252712527263983
19719,butter cream,kue,80,12,1,4.252712527263983
2065,bawang putih bubuk,kaldu jamur bubuk,128,15,2,4.252712527263983
63787,melon,pepaya,30,64,2,4.252712527263983
53154,garpu,nutella,40,24,1,4.252712527263983
50956,jambu,pepaya,15,64,1,4.252712527263983
26356,kaldu jamur bubuk,kecap,15,64,1,4.252712527263983
28188,ikan tongkol,sunti,80,12,1,4.252712527263983
41718,daun jeruk purut,rendang,40,24,1,4.252712527263983
41013,bombay,keju mozarella,32,30,1,4.252712527263983
13007,crab stick,kecap inggris,9,107,1,4.24959239992774
44052,pandan,perisa,107,9,1,4.24959239992774
3295,kaleng,nata de coco,85,34,3,4.249246319287497
34021,sumedangtahu,tepung tapioka,2,483,1,4.246481977513348
53604,cream,unsalted,69,14,1,4.246481977513348
56296,cream,cream cheese,69,14,1,4.246481977513348
62490,keras,muda,3,322,1,4.246481977513348
31746,mengoreng,muda,3,322,1,4.246481977513348
19089,sayap ayam,tepung tapioka,2,483,1,4.246481977513348
8974,kacang hijau,sagu mutiara,43,45,2,4.244930386821928
44650,caisim,pasang,44,22,1,4.244413724449289
13734,jelly,plain,47,103,5,4.244207134220272
52850,kaldu sapi,pendek,97,10,1,4.242349740228437
19396,buah cherry,butter,62,47,3,4.240976113638825
56159,canola,pandan,12,81,1,4.240290007265426
21624,masak,tangmien,108,9,1,4.240290007265426
39998,buncis,butuh,162,6,1,4.240290007265426
16028,cream of tartar,pandan,24,81,2,4.240290007265426
344,kulit pastry,pandan,12,81,1,4.240290007265426
61141,hela,kuini,139,7,1,4.2392617295398605
54110,seledri,ujung,75,13,1,4.237208340728018
65428,daging giling,kecoklatan,65,15,1,4.237208340728018
618,beras ketan,jus,65,15,1,4.237208340728018
26882,soun,tulang ayam,16,61,1,4.2361832253127725
